consumer_id,consumer_type,preferences
4649,Generic,"[0.057142857, 0.028571429, 0.0, 0.0, 0.08571429, 0.0, 0.0, 0.34285715, 0.0, 0.0, 0.0, 0.028571429, 0.0, 0.08571429, 0.028571429, 0.0, 0.34285715, 0.0]"
4650,Generic,"[0.10674157, 0.04494382, 0.016853932, 0.050561797, 0.2977528, 0.02247191, 0.0, 0.15168539, 0.016853932, 0.0, 0.028089888, 0.011235955, 0.011235955, 0.061797753, 0.056179777, 0.084269665, 0.033707865, 0.0056179776]"
4651,Generic,"[0.08, 0.0, 0.0, 0.0, 0.16, 0.0, 0.4, 0.24, 0.0, 0.0, 0.0, 0.04, 0.0, 0.04, 0.0, 0.0, 0.04, 0.0]"
4652,Generic,"[0.031746034, 0.031746034, 0.015873017, 0.015873017, 0.20634921, 0.06349207, 0.015873017, 0.2857143, 0.0, 0.031746034, 0.031746034, 0.015873017, 0.04761905, 0.06349207, 0.031746034, 0.11111111, 0.0, 0.0]"
4653,Generic,"[0.05531915, 0.023404256, 0.012765957, 0.008510638, 0.15957446, 0.034042552, 0.008510638, 0.3, 0.0021276595, 0.025531914, 0.012765957, 0.017021276, 0.025531914, 0.14893617, 0.036170214, 0.089361705, 0.034042552, 0.0063829785]"
4654,Generic,"[0.03960396, 0.07920792, 0.02970297, 0.05940594, 0.23762377, 0.02970297, 0.0, 0.16831683, 0.00990099, 0.01980198, 0.02970297, 0.02970297, 0.02970297, 0.11881188, 0.01980198, 0.04950495, 0.03960396, 0.00990099]"
4655,Generic,"[0.08113208, 0.041509435, 0.03018868, 0.032075472, 0.19245283, 0.016981132, 0.0018867925, 0.16603774, 0.016981132, 0.009433962, 0.009433962, 0.026415095, 0.02264151, 0.18679245, 0.086792454, 0.056603774, 0.018867925, 0.003773585]"
4656,Generic,"[0.12091503, 0.06535948, 0.026143791, 0.029411765, 0.1633987, 0.055555556, 0.003267974, 0.12745099, 0.01633987, 0.026143791, 0.04901961, 0.003267974, 0.01633987, 0.078431375, 0.08169935, 0.114379086, 0.022875817, 0.0]"
4657,Generic,"[0.09756097, 0.0, 0.0, 0.0, 0.07317073, 0.048780486, 0.0, 0.2682927, 0.0, 0.024390243, 0.0, 0.0, 0.024390243, 0.07317073, 0.024390243, 0.12195122, 0.24390244, 0.0]"
4658,Generic,"[0.20175439, 0.08991228, 0.04714912, 0.059210528, 0.081140354, 0.028508771, 0.00877193, 0.058114037, 0.029605264, 0.0065789474, 0.09320176, 0.024122806, 0.014254386, 0.01864035, 0.12719299, 0.08223684, 0.021929825, 0.0076754387]"
4659,Generic,"[0.07166124, 0.045602605, 0.016286645, 0.022801302, 0.1791531, 0.016286645, 0.0032573289, 0.20521173, 0.0032573289, 0.0032573289, 0.0130293155, 0.039087947, 0.022801302, 0.23127036, 0.029315962, 0.055374593, 0.03257329, 0.009771987]"
4660,Generic,"[0.09677419, 0.048387095, 0.0, 0.016129032, 0.19354838, 0.032258064, 0.0, 0.4032258, 0.032258064, 0.0, 0.0, 0.0, 0.0, 0.06451613, 0.06451613, 0.016129032, 0.016129032, 0.016129032]"
4661,Generic,"[0.21428572, 0.07763975, 0.0, 0.0031055901, 0.05279503, 0.04037267, 0.0, 0.13664596, 0.00931677, 0.01863354, 0.0124223605, 0.0, 0.03416149, 0.04347826, 0.096273296, 0.124223605, 0.09006211, 0.04658385]"
4662,Generic,"[0.04310345, 0.047413792, 0.00862069, 0.03448276, 0.3275862, 0.01724138, 0.0, 0.2025862, 0.0, 0.0, 0.01724138, 0.004310345, 0.004310345, 0.19396552, 0.030172413, 0.02586207, 0.030172413, 0.012931035]"
4663,Generic,"[0.067961164, 0.033009708, 0.009708738, 0.017475728, 0.2407767, 0.029126214, 0.0019417476, 0.2932039, 0.011650485, 0.0019417476, 0.0077669905, 0.019417476, 0.015533981, 0.097087376, 0.06990291, 0.050485436, 0.027184466, 0.0058252425]"
4664,Generic,"[0.045454547, 0.0, 0.0, 0.0, 0.27272728, 0.0, 0.0, 0.38636363, 0.0, 0.0, 0.022727273, 0.0, 0.0, 0.06818182, 0.022727273, 0.06818182, 0.06818182, 0.045454547]"
4665,Generic,"[0.10526316, 0.2631579, 0.078947365, 0.078947365, 0.078947365, 0.0, 0.0, 0.02631579, 0.05263158, 0.02631579, 0.0, 0.0, 0.0, 0.02631579, 0.15789473, 0.078947365, 0.0, 0.02631579]"
4666,Generic,"[0.08471075, 0.06818182, 0.022727273, 0.04338843, 0.26859504, 0.026859503, 0.008264462, 0.20867768, 0.016528925, 0.008264462, 0.020661157, 0.022727273, 0.024793388, 0.051652893, 0.05785124, 0.035123967, 0.018595042, 0.012396694]"
4667,Generic,"[0.069767445, 0.046511628, 0.0, 0.0, 0.11627907, 0.093023255, 0.069767445, 0.25581396, 0.0, 0.046511628, 0.023255814, 0.0, 0.046511628, 0.0, 0.069767445, 0.13953489, 0.023255814, 0.0]"
4668,Generic,"[0.20689656, 0.13793103, 0.0, 0.0, 0.0862069, 0.0, 0.0, 0.03448276, 0.01724138, 0.01724138, 0.01724138, 0.0, 0.01724138, 0.0, 0.31034482, 0.10344828, 0.03448276, 0.01724138]"
4669,Generic,"[0.051282052, 0.051282052, 0.115384616, 0.12820514, 0.1923077, 0.012820513, 0.0, 0.07692308, 0.051282052, 0.012820513, 0.03846154, 0.025641026, 0.025641026, 0.03846154, 0.07692308, 0.051282052, 0.025641026, 0.025641026]"
4670,Generic,"[0.13917525, 0.14948453, 0.05154639, 0.05154639, 0.082474224, 0.005154639, 0.005154639, 0.041237112, 0.05154639, 0.010309278, 0.005154639, 0.067010306, 0.010309278, 0.036082473, 0.22680412, 0.036082473, 0.020618556, 0.010309278]"
4671,Generic,"[0.23291926, 0.09006211, 0.00931677, 0.02173913, 0.13043478, 0.02173913, 0.0, 0.05279503, 0.015527951, 0.0031055901, 0.027950311, 0.0031055901, 0.0, 0.099378884, 0.14906833, 0.10248447, 0.027950311, 0.0124223605]"
4672,Generic,"[0.035714287, 0.0, 0.0, 0.0, 0.32142857, 0.0, 0.035714287, 0.2857143, 0.0, 0.0, 0.035714287, 0.0, 0.0, 0.14285715, 0.071428575, 0.035714287, 0.035714287, 0.0]"
4673,Generic,"[0.15647227, 0.068278804, 0.027027028, 0.028449502, 0.15504979, 0.034139402, 0.0042674253, 0.18207681, 0.012802276, 0.0056899004, 0.014224751, 0.011379801, 0.014224751, 0.07254623, 0.08534851, 0.08250356, 0.03556188, 0.009957326]"
4674,Generic,"[0.15671642, 0.1119403, 0.02238806, 0.052238807, 0.2761194, 0.014925373, 0.0, 0.08208955, 0.029850746, 0.0074626864, 0.03731343, 0.014925373, 0.0, 0.03731343, 0.09701493, 0.02238806, 0.014925373, 0.02238806]"
4675,Generic,"[0.08946322, 0.059642147, 0.009940358, 0.019880716, 0.20477137, 0.05168986, 0.005964215, 0.19880715, 0.02385686, 0.005964215, 0.017892644, 0.013916501, 0.02584493, 0.11729623, 0.07355865, 0.06163022, 0.013916501, 0.005964215]"
4676,Generic,"[0.029411765, 0.029411765, 0.0, 0.0, 0.3529412, 0.0882353, 0.029411765, 0.23529412, 0.0, 0.0, 0.029411765, 0.0, 0.05882353, 0.029411765, 0.029411765, 0.0882353, 0.0, 0.0]"
4677,Generic,"[0.05882353, 0.0, 0.0, 0.029411765, 0.29411766, 0.029411765, 0.0, 0.32352942, 0.029411765, 0.0, 0.029411765, 0.05882353, 0.0, 0.0882353, 0.0, 0.0, 0.029411765, 0.029411765]"
4678,Generic,"[0.12931034, 0.060344826, 0.03448276, 0.02586207, 0.25, 0.02586207, 0.0, 0.1724138, 0.00862069, 0.00862069, 0.01724138, 0.01724138, 0.01724138, 0.060344826, 0.094827585, 0.05172414, 0.00862069, 0.01724138]"
4679,Generic,"[0.04918033, 0.04918033, 0.016393442, 0.032786883, 0.29508197, 0.016393442, 0.0, 0.24590164, 0.0, 0.016393442, 0.032786883, 0.0, 0.016393442, 0.08196721, 0.04918033, 0.06557377, 0.032786883, 0.0]"
4680,Generic,"[0.08571429, 0.025974026, 0.007792208, 0.007792208, 0.26233765, 0.05974026, 0.018181818, 0.24155845, 0.005194805, 0.01038961, 0.033766232, 0.0025974025, 0.028571429, 0.067532465, 0.023376623, 0.101298705, 0.018181818, 0.0]"
4681,Generic,"[0.038043477, 0.010869565, 0.016304348, 0.016304348, 0.26086956, 0.027173912, 0.02173913, 0.35326087, 0.010869565, 0.010869565, 0.0054347827, 0.010869565, 0.032608695, 0.097826086, 0.016304348, 0.04347826, 0.02173913, 0.0054347827]"
4682,Generic,"[0.10974359, 0.06153846, 0.015384615, 0.025641026, 0.20512821, 0.03282051, 0.002051282, 0.21025641, 0.013333334, 0.007179487, 0.010256411, 0.014358974, 0.024615385, 0.071794875, 0.07692308, 0.07794872, 0.02974359, 0.011282051]"
4683,Generic,"[0.15827338, 0.30215827, 0.021582734, 0.12230216, 0.09352518, 0.02877698, 0.0, 0.07194245, 0.05035971, 0.007194245, 0.0, 0.007194245, 0.01438849, 0.021582734, 0.086330935, 0.007194245, 0.0, 0.007194245]"
4684,Generic,"[0.060240965, 0.012048192, 0.0, 0.0, 0.27710843, 0.060240965, 0.012048192, 0.26506025, 0.0, 0.0, 0.036144577, 0.012048192, 0.024096385, 0.084337346, 0.024096385, 0.09638554, 0.024096385, 0.012048192]"
4685,Generic,"[0.04519774, 0.04519774, 0.0056497175, 0.011299435, 0.18079096, 0.056497175, 0.0, 0.2937853, 0.02259887, 0.016949153, 0.011299435, 0.0, 0.016949153, 0.12429378, 0.028248588, 0.107344635, 0.033898305, 0.0]"
4686,Generic,"[0.075, 0.041666668, 0.016666668, 0.0, 0.13333334, 0.033333335, 0.008333334, 0.30833334, 0.0, 0.008333334, 0.016666668, 0.008333334, 0.025, 0.05, 0.06666667, 0.06666667, 0.14166667, 0.0]"
4687,Generic,"[0.1183432, 0.041420117, 0.00591716, 0.02366864, 0.082840234, 0.03550296, 0.0, 0.24852072, 0.0295858, 0.01775148, 0.0295858, 0.0, 0.053254437, 0.07692308, 0.053254437, 0.147929, 0.03550296, 0.0]"
4688,Generic,"[0.05142857, 0.045714285, 0.022857143, 0.017142856, 0.34285715, 0.028571429, 0.0057142857, 0.18857142, 0.0057142857, 0.017142856, 0.028571429, 0.028571429, 0.022857143, 0.074285716, 0.022857143, 0.057142857, 0.028571429, 0.011428571]"
4689,Generic,"[0.15625, 0.072916664, 0.010416667, 0.0, 0.125, 0.041666668, 0.0, 0.14583333, 0.010416667, 0.041666668, 0.020833334, 0.0, 0.072916664, 0.083333336, 0.083333336, 0.114583336, 0.010416667, 0.010416667]"
4690,Generic,"[0.09565217, 0.12173913, 0.026086956, 0.069565214, 0.20869565, 0.0, 0.0, 0.04347826, 0.060869563, 0.008695652, 0.07826087, 0.0, 0.0, 0.060869563, 0.14782609, 0.052173913, 0.008695652, 0.017391304]"
4691,Generic,"[0.10752688, 0.06451613, 0.010752688, 0.021505376, 0.20430107, 0.010752688, 0.0, 0.22580644, 0.0, 0.010752688, 0.0, 0.010752688, 0.021505376, 0.13978495, 0.05376344, 0.086021505, 0.032258064, 0.0]"
4692,Generic,"[0.114285715, 0.057142857, 0.057142857, 0.028571429, 0.08571429, 0.0, 0.14285715, 0.14285715, 0.0, 0.057142857, 0.0, 0.028571429, 0.0, 0.0, 0.08571429, 0.028571429, 0.17142858, 0.0]"
4693,Generic,"[0.1, 0.042857144, 0.014285714, 0.014285714, 0.08571429, 0.028571429, 0.0, 0.22857143, 0.028571429, 0.057142857, 0.0, 0.0, 0.014285714, 0.028571429, 0.042857144, 0.042857144, 0.17142858, 0.1]"
4694,Generic,"[0.07608695, 0.02173913, 0.0, 0.0, 0.097826086, 0.032608695, 0.0, 0.2826087, 0.010869565, 0.02173913, 0.032608695, 0.010869565, 0.097826086, 0.032608695, 0.07608695, 0.11956522, 0.054347824, 0.032608695]"
4695,Generic,"[0.054054055, 0.027027028, 0.027027028, 0.054054055, 0.43243244, 0.027027028, 0.0, 0.08108108, 0.027027028, 0.0, 0.054054055, 0.0, 0.0, 0.08108108, 0.054054055, 0.054054055, 0.027027028, 0.0]"
4696,Generic,"[0.10810811, 0.027027028, 0.08108108, 0.10810811, 0.27027026, 0.027027028, 0.0, 0.10810811, 0.0, 0.0, 0.027027028, 0.027027028, 0.027027028, 0.054054055, 0.08108108, 0.054054055, 0.0, 0.0]"
4697,Generic,"[0.031496063, 0.08661418, 0.03937008, 0.12598425, 0.23228346, 0.011811024, 0.0, 0.08661418, 0.09448819, 0.003937008, 0.015748031, 0.051181104, 0.0, 0.11023622, 0.05905512, 0.03937008, 0.007874016, 0.003937008]"
4698,Generic,"[0.03125, 0.0625, 0.0, 0.0, 0.3125, 0.0, 0.0, 0.28125, 0.03125, 0.0, 0.03125, 0.0, 0.0, 0.09375, 0.125, 0.0, 0.03125, 0.0]"
4699,Generic,"[0.26898733, 0.13607594, 0.00949367, 0.04113924, 0.085443035, 0.03797468, 0.0, 0.056962024, 0.01898734, 0.0, 0.01898734, 0.003164557, 0.01898734, 0.044303797, 0.08227848, 0.14873418, 0.022151899, 0.006329114]"
4700,Generic,"[0.12015504, 0.11627907, 0.034883723, 0.07364341, 0.12790698, 0.0, 0.0, 0.12015504, 0.065891474, 0.007751938, 0.011627907, 0.0503876, 0.007751938, 0.069767445, 0.14728682, 0.003875969, 0.03875969, 0.003875969]"
4701,Generic,"[0.07368421, 0.042105265, 0.031578947, 0.031578947, 0.25263157, 0.042105265, 0.0, 0.15789473, 0.0, 0.010526316, 0.021052632, 0.010526316, 0.010526316, 0.12631579, 0.031578947, 0.07368421, 0.042105265, 0.042105265]"
4702,Generic,"[0.06557377, 0.032786883, 0.0, 0.016393442, 0.114754096, 0.04918033, 0.0, 0.3114754, 0.016393442, 0.032786883, 0.016393442, 0.0, 0.06557377, 0.032786883, 0.04918033, 0.09836066, 0.09836066, 0.0]"
4703,Generic,"[0.045454547, 0.0, 0.045454547, 0.045454547, 0.27272728, 0.045454547, 0.0, 0.27272728, 0.0, 0.0, 0.045454547, 0.0, 0.045454547, 0.045454547, 0.0, 0.13636364, 0.0, 0.0]"
4704,Generic,"[0.12328767, 0.1037182, 0.039138943, 0.09393346, 0.16242662, 0.017612524, 0.0, 0.09589041, 0.04109589, 0.0058708414, 0.021526419, 0.045009784, 0.017612524, 0.037181996, 0.119373776, 0.039138943, 0.02739726, 0.009784736]"
4705,Generic,"[0.0784983, 0.044368602, 0.040955633, 0.04778157, 0.19453925, 0.013651877, 0.0, 0.19453925, 0.017064847, 0.0034129692, 0.017064847, 0.034129694, 0.027303753, 0.15358362, 0.030716723, 0.061433446, 0.027303753, 0.013651877]"
4706,Generic,"[0.16402116, 0.21164021, 0.0, 0.02116402, 0.052910052, 0.015873017, 0.0, 0.15343915, 0.04232804, 0.01058201, 0.01058201, 0.0, 0.015873017, 0.04761905, 0.14814815, 0.06878307, 0.031746034, 0.005291005]"
4707,Generic,"[0.06153846, 0.03076923, 0.06153846, 0.07692308, 0.2923077, 0.0, 0.0, 0.13846155, 0.015384615, 0.03076923, 0.0, 0.015384615, 0.015384615, 0.15384616, 0.03076923, 0.06153846, 0.015384615, 0.0]"
4708,Generic,"[0.14954954, 0.06846847, 0.0054054055, 0.016216217, 0.16576576, 0.03963964, 0.0054054055, 0.23783784, 0.012612613, 0.009009009, 0.014414415, 0.010810811, 0.014414415, 0.06486487, 0.061261263, 0.072072074, 0.037837837, 0.014414415]"
4709,Generic,"[0.084337346, 0.084337346, 0.012048192, 0.012048192, 0.22891566, 0.024096385, 0.0, 0.30120483, 0.04819277, 0.012048192, 0.0, 0.012048192, 0.0, 0.072289154, 0.04819277, 0.04819277, 0.012048192, 0.0]"
4710,Generic,"[0.06818182, 0.0, 0.0, 0.0, 0.22727273, 0.045454547, 0.0, 0.22727273, 0.0, 0.0, 0.022727273, 0.022727273, 0.06818182, 0.11363637, 0.022727273, 0.11363637, 0.045454547, 0.022727273]"
4711,Generic,"[0.19072165, 0.0927835, 0.020618556, 0.020618556, 0.18041237, 0.005154639, 0.0, 0.06185567, 0.005154639, 0.0, 0.077319585, 0.005154639, 0.005154639, 0.067010306, 0.1185567, 0.06185567, 0.036082473, 0.05154639]"
4712,Generic,"[0.041666668, 0.041666668, 0.0, 0.0625, 0.20833333, 0.0, 0.0, 0.22916667, 0.0, 0.0, 0.041666668, 0.0625, 0.020833334, 0.0625, 0.041666668, 0.0625, 0.083333336, 0.041666668]"
4713,Generic,"[0.13541667, 0.010416667, 0.0, 0.0, 0.16666667, 0.03125, 0.0, 0.14583333, 0.0, 0.0, 0.083333336, 0.0, 0.010416667, 0.23958333, 0.03125, 0.114583336, 0.020833334, 0.010416667]"
4714,Generic,"[0.0, 0.0, 0.016666668, 0.016666668, 0.25, 0.05, 0.0, 0.43333334, 0.0, 0.0, 0.0, 0.016666668, 0.033333335, 0.05, 0.0, 0.016666668, 0.06666667, 0.05]"
4715,Generic,"[0.15926893, 0.071801566, 0.014360313, 0.020887729, 0.21671018, 0.04308094, 0.001305483, 0.11096606, 0.01305483, 0.007832898, 0.050913837, 0.007832898, 0.016971279, 0.05613577, 0.083550915, 0.091383815, 0.024804177, 0.009138381]"
4716,Generic,"[0.01724138, 0.0, 0.0, 0.01724138, 0.1724138, 0.0, 0.0, 0.5689655, 0.01724138, 0.0, 0.0, 0.0, 0.01724138, 0.12068965, 0.03448276, 0.03448276, 0.0, 0.0]"
4717,Generic,"[0.02970297, 0.03960396, 0.0, 0.00990099, 0.20792079, 0.04950495, 0.0, 0.1980198, 0.0, 0.00990099, 0.00990099, 0.02970297, 0.10891089, 0.06930693, 0.0, 0.11881188, 0.07920792, 0.03960396]"
4718,Generic,"[0.04784689, 0.07177033, 0.10526316, 0.16267942, 0.23923445, 0.0, 0.0, 0.05263158, 0.028708134, 0.004784689, 0.009569378, 0.12440191, 0.0, 0.08133971, 0.057416268, 0.004784689, 0.009569378, 0.0]"
4719,Generic,"[0.19512194, 0.2682927, 0.024390243, 0.048780486, 0.07317073, 0.024390243, 0.0, 0.036585364, 0.036585364, 0.0, 0.0, 0.0121951215, 0.0121951215, 0.07317073, 0.1097561, 0.07317073, 0.0, 0.0121951215]"
4720,Generic,"[0.11320755, 0.056603774, 0.018867925, 0.03773585, 0.3207547, 0.0, 0.0, 0.1509434, 0.018867925, 0.0, 0.056603774, 0.0, 0.0, 0.056603774, 0.11320755, 0.03773585, 0.0, 0.018867925]"
4721,Generic,"[0.057471264, 0.03448276, 0.022988506, 0.03448276, 0.25287357, 0.022988506, 0.0, 0.12643678, 0.011494253, 0.011494253, 0.09195402, 0.011494253, 0.0, 0.08045977, 0.08045977, 0.13793103, 0.011494253, 0.011494253]"
4722,Generic,"[0.1521739, 0.10869565, 0.0, 0.02173913, 0.2173913, 0.0, 0.0, 0.10869565, 0.13043478, 0.02173913, 0.0, 0.0, 0.0, 0.06521739, 0.08695652, 0.06521739, 0.02173913, 0.0]"
4723,Generic,"[0.069767445, 0.046511628, 0.0, 0.023255814, 0.30232558, 0.0, 0.0, 0.18604651, 0.023255814, 0.0, 0.023255814, 0.093023255, 0.023255814, 0.046511628, 0.11627907, 0.0, 0.023255814, 0.023255814]"
4724,Generic,"[0.0, 0.0, 0.0, 0.030303031, 0.15151516, 0.09090909, 0.0, 0.5151515, 0.0, 0.0, 0.0, 0.0, 0.030303031, 0.09090909, 0.0, 0.060606062, 0.030303031, 0.0]"
4725,Generic,"[0.15176152, 0.08130081, 0.023712737, 0.049457993, 0.19037941, 0.02913279, 0.0006775068, 0.111788616, 0.019647697, 0.0027100272, 0.032520324, 0.020325202, 0.015582656, 0.06775068, 0.08197832, 0.08604336, 0.021680217, 0.013550135]"
4726,Generic,"[0.05540897, 0.023746701, 0.013192612, 0.02110818, 0.17414248, 0.026385223, 0.005277045, 0.28496042, 0.01055409, 0.0026385225, 0.023746701, 0.015831135, 0.03166227, 0.17414248, 0.044854883, 0.068601586, 0.015831135, 0.007915568]"
4727,Generic,"[0.033333335, 0.033333335, 0.055555556, 0.06666667, 0.31111112, 0.011111111, 0.0, 0.18888889, 0.033333335, 0.0, 0.0, 0.033333335, 0.011111111, 0.06666667, 0.08888889, 0.033333335, 0.022222223, 0.011111111]"
4728,Generic,"[0.11758893, 0.06324111, 0.014822135, 0.01778656, 0.19565217, 0.036561266, 0.0029644268, 0.17588933, 0.014822135, 0.006916996, 0.037549406, 0.015810277, 0.019762846, 0.092885375, 0.06818182, 0.083992094, 0.027667984, 0.007905139]"
4729,Generic,"[0.0472973, 0.054054055, 0.010135135, 0.02364865, 0.25675675, 0.030405406, 0.006756757, 0.30743244, 0.013513514, 0.0033783785, 0.0033783785, 0.006756757, 0.02027027, 0.13175675, 0.030405406, 0.02364865, 0.02364865, 0.006756757]"
4730,Generic,"[0.125, 0.03125, 0.03125, 0.03125, 0.15625, 0.0625, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.03125, 0.0, 0.15625, 0.0, 0.0625]"
4731,Generic,"[0.16455697, 0.088607594, 0.012658228, 0.012658228, 0.29113925, 0.012658228, 0.012658228, 0.1392405, 0.0, 0.0, 0.0, 0.012658228, 0.0, 0.07594936, 0.06329114, 0.06329114, 0.03797468, 0.012658228]"
4732,Generic,"[0.14631782, 0.083333336, 0.032945737, 0.04748062, 0.10368217, 0.05620155, 0.0, 0.09011628, 0.027131783, 0.008720931, 0.06492248, 0.016472869, 0.019379845, 0.031976745, 0.09496124, 0.119186044, 0.03391473, 0.023255814]"
4733,Generic,"[0.18226601, 0.2364532, 0.019704433, 0.039408866, 0.10344828, 0.024630541, 0.0, 0.049261082, 0.06403941, 0.014778325, 0.0049261083, 0.0049261083, 0.014778325, 0.039408866, 0.098522164, 0.039408866, 0.019704433, 0.044334974]"
4734,Generic,"[0.0996016, 0.07968128, 0.007968128, 0.007968128, 0.11155379, 0.03984064, 0.011952192, 0.187251, 0.011952192, 0.03187251, 0.01992032, 0.007968128, 0.03187251, 0.03187251, 0.17529881, 0.09163347, 0.035856575, 0.015936255]"
4735,Generic,"[0.04819277, 0.018072288, 0.012048192, 0.012048192, 0.072289154, 0.1626506, 0.0, 0.1746988, 0.006024096, 0.084337346, 0.012048192, 0.0, 0.1626506, 0.04819277, 0.012048192, 0.1626506, 0.006024096, 0.006024096]"
4736,Generic,"[0.12280702, 0.06140351, 0.004385965, 0.013157895, 0.098684214, 0.063596494, 0.0, 0.21271929, 0.004385965, 0.00877193, 0.039473683, 0.0021929825, 0.030701755, 0.06140351, 0.06798246, 0.15570176, 0.041666668, 0.010964912]"
4737,Generic,"[0.075675674, 0.06486487, 0.0054054055, 0.0, 0.21081081, 0.048648648, 0.021621622, 0.21081081, 0.032432433, 0.021621622, 0.016216217, 0.010810811, 0.010810811, 0.1027027, 0.06486487, 0.05945946, 0.043243244, 0.0]"
4738,Generic,"[0.058064517, 0.058064517, 0.029032258, 0.038709678, 0.11935484, 0.032258064, 0.0032258064, 0.16451614, 0.016129032, 0.022580646, 0.022580646, 0.074193545, 0.038709678, 0.1, 0.038709678, 0.09354839, 0.051612902, 0.038709678]"
4739,Generic,"[0.16197184, 0.08450704, 0.014084507, 0.02112676, 0.20422535, 0.02112676, 0.0, 0.1971831, 0.014084507, 0.0, 0.014084507, 0.0, 0.0070422534, 0.07042254, 0.06338028, 0.07042254, 0.049295776, 0.0070422534]"
4740,Generic,"[0.08045977, 0.04597701, 0.011494253, 0.0, 0.1954023, 0.0, 0.0, 0.09195402, 0.011494253, 0.0, 0.10344828, 0.04597701, 0.0, 0.27586207, 0.03448276, 0.04597701, 0.057471264, 0.0]"
4741,Generic,"[0.060606062, 0.030303031, 0.030303031, 0.030303031, 0.21212122, 0.15151516, 0.0, 0.18181819, 0.0, 0.060606062, 0.0, 0.0, 0.060606062, 0.030303031, 0.030303031, 0.09090909, 0.030303031, 0.0]"
4742,Generic,"[0.11081081, 0.02972973, 0.0054054055, 0.0054054055, 0.113513514, 0.08108108, 0.0027027028, 0.14864865, 0.0, 0.013513514, 0.15405406, 0.0054054055, 0.04054054, 0.032432433, 0.037837837, 0.2027027, 0.016216217, 0.0]"
4743,Generic,"[0.033333335, 0.06666667, 0.0, 0.06666667, 0.13333334, 0.06666667, 0.033333335, 0.23333333, 0.0, 0.06666667, 0.0, 0.033333335, 0.033333335, 0.06666667, 0.0, 0.1, 0.033333335, 0.033333335]"
4744,Generic,"[0.044444446, 0.055555556, 0.07777778, 0.07777778, 0.15555556, 0.033333335, 0.0, 0.24444444, 0.0, 0.022222223, 0.044444446, 0.022222223, 0.022222223, 0.055555556, 0.055555556, 0.055555556, 0.022222223, 0.011111111]"
4745,Generic,"[0.047244094, 0.03937008, 0.015748031, 0.047244094, 0.2913386, 0.047244094, 0.0, 0.22834645, 0.007874016, 0.0, 0.023622047, 0.031496063, 0.023622047, 0.10236221, 0.023622047, 0.05511811, 0.015748031, 0.0]"
4746,Generic,"[0.15873016, 0.08730159, 0.015873017, 0.015873017, 0.15873016, 0.0, 0.0, 0.20634921, 0.03968254, 0.007936508, 0.015873017, 0.0, 0.0, 0.08730159, 0.071428575, 0.06349207, 0.055555556, 0.015873017]"
4747,Generic,"[0.30806845, 0.112469435, 0.0, 0.004889976, 0.04645477, 0.04645477, 0.0, 0.117359415, 0.0073349634, 0.0, 0.02200489, 0.0, 0.017114915, 0.041564792, 0.10268949, 0.13202934, 0.03422983, 0.0073349634]"
4748,Generic,"[0.08467742, 0.04032258, 0.014112903, 0.026209677, 0.29032257, 0.032258064, 0.0, 0.1875, 0.010080645, 0.006048387, 0.012096774, 0.016129032, 0.028225806, 0.088709675, 0.044354837, 0.076612905, 0.026209677, 0.016129032]"
4749,Generic,"[0.13043478, 0.08695652, 0.0, 0.0, 0.17391305, 0.0, 0.0, 0.3478261, 0.04347826, 0.0, 0.08695652, 0.0, 0.0, 0.04347826, 0.04347826, 0.0, 0.04347826, 0.0]"
4750,Generic,"[0.047058824, 0.032352943, 0.08529412, 0.08235294, 0.25588235, 0.014705882, 0.0, 0.1382353, 0.01764706, 0.0029411765, 0.020588236, 0.08529412, 0.0029411765, 0.11176471, 0.026470589, 0.047058824, 0.026470589, 0.0029411765]"
4751,Generic,"[0.06666667, 0.033333335, 0.0, 0.0, 0.36666667, 0.033333335, 0.0, 0.33333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666667, 0.033333335, 0.033333335, 0.0, 0.033333335]"
4752,Generic,"[0.027027028, 0.0, 0.0, 0.0, 0.21621622, 0.027027028, 0.0, 0.16216215, 0.0, 0.0, 0.0, 0.027027028, 0.027027028, 0.3783784, 0.0, 0.08108108, 0.054054055, 0.0]"
4753,Generic,"[0.09876543, 0.061728396, 0.024691358, 0.061728396, 0.19753087, 0.024691358, 0.0, 0.28395063, 0.012345679, 0.0, 0.0, 0.012345679, 0.024691358, 0.012345679, 0.074074075, 0.037037037, 0.049382716, 0.024691358]"
4754,Generic,"[0.09118541, 0.05775076, 0.015197569, 0.030395137, 0.31914893, 0.012158055, 0.0, 0.14285715, 0.030395137, 0.0030395137, 0.06990881, 0.015197569, 0.009118541, 0.08206687, 0.036474165, 0.04255319, 0.036474165, 0.0060790274]"
4755,Generic,"[0.041666668, 0.083333336, 0.041666668, 0.041666668, 0.083333336, 0.0, 0.0, 0.41666666, 0.0, 0.041666668, 0.041666668, 0.0, 0.0, 0.125, 0.0, 0.0, 0.041666668, 0.041666668]"
4756,Generic,"[0.057142857, 0.057142857, 0.0, 0.0, 0.22857143, 0.028571429, 0.028571429, 0.22857143, 0.028571429, 0.028571429, 0.057142857, 0.0, 0.028571429, 0.08571429, 0.057142857, 0.08571429, 0.0, 0.0]"
